Name,Info,company
Yamillet Payano,"As a first-generation student and Afro-Latina immigrant, hustling and hard work were always in Yamillet (Yami) Payano's veins. In the Dominican Republic, she grew up to the sounds of ""El Gallo pelón""(the bold rooster) and her mother's constant reminders to be in the house before sunset to avoid the shootouts of rival gangs. She saw beyond her horizon and dreamed of going to school. Without any hope of funding her college career, she sought out various scholarships and foundations. She received many no's, but she got a yes from the Gates Millenium Scholarship. Through many late nights of studying and playing catch-up, she not only graduated from American University (AU) with a BS in Economics and Mathematics and a minor in Mandarin but also become the Student-Body president. While at AU, she founded the Cross Campus Organizing Network, which fought to establish support for undocumented communities within higher education. After graduation, she became a Quantitative Analyst at Fannie Mae, where she minimized racial bias within their decision-making models. After Fannie, she co-founded a startup, Sign-Speak: a software service that uses Machine Learning to recognize Sign Language in real-time, which is used to translate between American Sign Language and English. She leads business efforts and ensures that her technical team develops an equitable and responsible product. Through Sign-Speak, she hopes to change the lives of countless people and inspire women with similar backgrounds to live courageously.",Sign-Speak
Robert Estill,"Robert Estill is currently Chairman and President of SOTAOG LLC, a technology company focused on delivering smart and value based solutions for Oil & Gas and other Heavy Industrial companies. He has over 30 years experience in the industry and he has served in numerous executive positions, including CEO Madagascar Oil, VP Strategy & Portfolio Marathon Oil, President of European Operations, Sr Executive at Texaco and many others.Robert is a Petroleum Engineering graduate of University of Missouri-Rolla.",SOTAOG
Naya Powell,"Naya F. Powell is a #1 Bestselling Author, 3rd generation entrepreneur, CEO/founder of Utopia Spa and Global Wellness (D.B.A. Spa Utopia, Inc.) which delivers luxe spa and virtual wellness experiences on-demand, as well as the Utopia Living Brand. Spa Utopia is a graduate of Google For Startups: Black Founders Exchange.Powell is a highly regarded thought leader in the world of wellness and innovative self-care. As a Wholistic Lifestyle Strategist and Executive Coach, she offers fifteen (15) plus years of expertise providing wellness solutions for individuals, top brands, and Fortune 500 companies. Utopia’s client list includes the 2020 Olympic Trials, NFL - Super Bowl, The Ritz Carlton, Martha Stewart, Sean Combs, Angela Bassett, and others.Powell ’s educational background includes a B.A. Degree in Business Administration from Clark Atlanta University, Certification in Massage Therapy from Rising Spirit Institute of Natural Health, and post-graduate studies at the College of Executive Coaching (accredited by the International Coaching Federation). Powell promotes Utopian Lifestyle Strategies as a global speaker, executive coach, mindfulness facilitator, and lifestyle retreat curator.Powell believes Utopia Living is giving. She serves on the Board of the Daniel Center of Math and Science, speaks at various colleges and universities. She is a global mentor to The Woman Boss in The Gambia - West Africa, where Powell recently visited to deliver Mindful Leadership Training to women entrepreneurs and high school girls.",Spa Utopia Inc. (D.B.A. Utopia Spa and Global Wellness)
Kevin Mobolade,"Kevin has over 10+ years of experience in data engineering in the lending industry, he is a United States Army Special Forces trusted advisor and has extensive B2B sales experience, he specializes in building and managing outbound sales teams. He has a computer science degree from Mercer University.",Swipe Credit
Theodore Harvey,"Theo Harvey is the CEO and Co-Founder of SynsorMed, a digital healthcare company transforming virtual care. Prior to SynsorMed, he advised many hospitals, healthcare systems, and small practices on how technology can transform their current workflows, lower the cost of healthcare delivery, and increase patient engagement. In addition, Mr. Harvey has served as an Adjunct Professor for Healthcare Informatics at the Georgia State University, and held several Business Development roles within Cisco, where he managed large accounts like the Veteran’s Administration, AT&T, Sprint, and British Telecom. He received his MBA from Emory University and Masters of Electrical Engineering from Georgia Institute of Technology.",SynsorMed
Janice Omadeke,"Janice Omadeke is the CEO and Founder of The Mentor Method, an enterprise platform helping companies keep and develop their diverse talent using the proven power of mentorship. Using a double-blind algorithm, The Mentor Method is closing the opportunity equity gap in the workplace. The company recently secured over $1M in venture funding. Black Enterprise recognizes Janice as one of DC’s top 5 black women in tech. She has also been featured in Forbes, Entrepreneur magazine, and she was a subject matter expert at the 2016 White House Summit on Building the Tech Workforce of Tomorrow. Janice is certified in Entrepreneurship from MIT, and is PMP certified with over 10 years of corporate leadership experience for Fortune 500 companies.",The Mentor Method
Markea Dickinson,Markea Dickinson is founder with a passion for building socially impactful tech-enabled products for underserved populations. She has a diverse range of operational experience in both Fortune 500 companies and startup environments. She co-founded Thermaband with her mother while pursuing an MBA at Yale School of Management.,Thermaband
Mbiyimoh Ghogomu,"The child of an African lawyer and an American teacher, Mbiyimoh spent the first few years of life in Cameroon before moving to Chicago and eventually landing in Houston, where he spent his formative years.After two years of college basketball at Dartmouth, he transferred to the University of Texas, where he earned degrees in Sociology and Journalism.After graduating, he took a job at IBM creating content about what it looked like to apply design thinking at scale.From there, he led content design on a number of different projects, from IBM's SXSW presence in 2017 to interactive experiences about IBM’s Watson AI technology. He also launched an initiative to get more black and brown designers into IBM’s recruiting pipeline.In June of 2020, just months after COVID shut down the world, he quit his job at IBM to take a leap of faith on Tradeblock, which he founded with two childhood friends. At the time, Tradeblock was nothing but an Instagram page with a couple hundred followers, but he was obsessed with the idea, and the passion of his cofounders — as well as the sneakerheads they told about the idea — was impossible to ignore.Since then, Mbiyimoh and his cofounders Darren Smith and Tony Malveaux have built Tradeblock into a dynamic community comprised of tens of thousands of collectors across the country.In his free time, Mbiyimoh loses money on cryptocurrency, plays an unreasonable amount of Catan, and outlines dystopian novels he will likely never write.",Tradeblock
Hakeem Atwater,"Hakeem Isaac is a former investment banker and passionate entrepreneur. He earned his Accounting degree from Morehouse College, and was professionally trained by the likes of Goldman Sachs, PricewaterhouseCooper and Fifth Third Bank. He enjoys competing in Ironman races, marathons or teaching financial literacy to anyone willing to listen. He is a regular speaker at SHRM-Atlanta, Hacking HR, Urban League and Girls Who Code.",unboXt
Ofo Ezeugwu,"Ofo Ezeugwu is the Founder and CEO of WhoseYourLandlord (WYL.co). He graduated from Temple University, where he was the VP of the student body and also the youngest alumni convocation speaker in the school's history. He was recently named to the Forbes #Next1000 List, recognized as the Young Professional of the Year by the African American Chamber of Commerce (2018), is a Techstars' Risingstar, is one of BET's #30Under30, is a Black Enterprise: Modern Man, and his work has been featured in Forbes, TechCrunch, Newsweek, The Philadelphia Inquirer, Blavity, The New York Post, and more. He's also a professional actor and model who's played the lead role in a short film that premiered at the Lincoln Center in NYC (The Letter), walked in NYFW (5x), been featured on the Today Show (7x), and worked with Nike, ESPN (2x), Starbucks, Facebook, Alfani, etc.Ofo sits on the board of four amazing non profits and is a board of trustee member at a private university. He's very actively plugged into the community and he speaks with local grade schools on leadership, college planning, entrepreneurship, and life skills. He's a Big in the Big Brothers Big Sisters entrepreneurial program. And, he's given lectures on tech - entrepreneurship - and leadership at prestigious locations and universities such as The White House (Obama Administration), Harvard, Princeton, Columbia, Wharton, Temple, Villanova, etc. Ofo lives by the mantra, ""No steps backward; just forward progress.""",Whose Your Landlord (WYL.co)
Kedreon Cole,Kedreon is a dynamic internet entrepreneur and expert ecosystem builder. Ked has over ten (10) years of experience building digital communities and software products. He has worked in the gaming & esports space for 5 years educating corporate brands on social commerce and data driven solutions that best connect brands to the next generation of consumers through digitally focused experiences. Kedreon is a US Military Veteran.,XR Sports Group
Ablorde Ashigbi,"Ablorde is the CEO of 4Degrees, a Chicago-based technology company, building relationship intelligence software for relationship driven industries. Before 4Degrees, he was an investor at Pritzker Group, and a consultant at Bain & Company.",4Degrees
Daniel Rogers,"Daniel is the CEO and Co-Founder of A.M. Money a venture capital backed startup focused on providing accessible and affordable financing products for college students.Daniel created A.M. because of the challenges he had paying for college. After graduating from Kenwood Academy on Chicago’s south side, Daniel enlisted in the US Army. Over the next 4.5 years, he completed 2 years of college courses, including 7 online courses while deployed to Iraq as a Team Leader for Recon Units in Fallujah and Mosul.After his time in the Army, Daniel transferred to American University in D.C. where he found immediate success with a 3.98 GPA in his first quarter of full-time studies. However, when he showed up for his second quarter he was told without $16,000 he would have to drop-out.His mother was unable to support him or co-sign on a loan, and he had to resort to asking his grandmother in a nursing home to co-sign instead.He is focused on ensuring that no one else has to go through that experience.After graduating, Daniel became a Foreign Affairs Officer in the U.S. State Department focused on political stabilization and economic development in war-torn societies. He later went on to get his MBA in Analytical Finance from the University of Chicago’s Booth School of Business and has had business roles at Uber Technologies, and Deutschebank.",A.M. Money
Javier Evelyn,"Javier Evelyn is the Founder & CEO of Alerje. He's a founding team member of MedTech Color, and served on the boards of FIB, FAACT, & Advamed Accel. Javier made the 2019 Crain’s Detroit Business 40u40 list and served as the 2017 CODE2040 Detroit EIR.",Alerje
Doll Avant,"Featured by ForbesWomen and The New York Times, Doll Avant is an award-winning tech entrepreneur, a cum laude graduate of Harvard University, and a TEDx speaker. As a data scientist and social impact strategist, Doll was honored with the global designation of “Google's Woman of Water” and featured on Google's home page for creating the “world’s largest water database.” Doll is the Founder & CEO of Aquagenuity (""Where Water Meets Ingenuity""), which has been recognized by Forbes, Google, Singularity University @ NASA Research Park, Coca-Cola, and WIRED Magazine as the first in the world to use big data, blockchain, and artificial intelligence to help consumers, corporations and smart cities answer the question: “What’s In Your Water?” in real-time, in order to predict and prevent water-related public health crises. This award-winning data analytics platform helps users track local water quality in real time and monitor water’s impact on health & sustainability, all the way to the tap. The platform launched globally at the Smart City Expo World Congress in Barcelona, Spain.",Aquagenuity™
Harold Hughes,"Harold Hughes is the founder & CEO of Bandwagon, a live experience technology company. A rising star in data, identity, and experience space, Harold has had his ideas validated as a graduate (and now mentor) of the Founder Institute Greenville chapter; graduate of Capital Factory - Austin, one of the inaugural companies in Google for Startups Black Founders Exchange Program, and most recently the inaugural cohort of the IBM Blockchain Accelerator in 2019.A man of Alpha Phi Alpha Fraternity, Inc., Harold is actively involved in his community participating on the Board of Directors for Rebuild Upstate and Visit Greenville. He also serves as a board member for Women@Austin, a non-profit that focuses on the advancement of women entrepreneurs as they grow their companies. To that end, Harold is also an active angel investor, investing in women, people of color, and Black founder-led companies. Most notably, he has invested in Partake Foods, the Jay-Z-backed CPG company making allergy-friendly, snacks as well as Goodr, Edlyft, OKO, Journey Foods, and Stix. As a strong believer in mentorship, he makes time to speak with youth and his peers about his journey to entrepreneurship and how he has found success along the way.Harold Hughes is a graduate of Clemson University where he received Bachelors degrees in both Economics (B.A.) and Political Science (B.A.). As a “Triple Tiger”, he also completed his MBA at Clemson, before pursuing a graduate certificate in Innovation & Entrepreneurship at Stanford University.",Bandwagon
Kenya Mcknight,"Kenya McKnight-Ahad grew up on the Northside of Minneapolis. As the second oldest of five, she is the first in her immediate family to attend college, attending Minneapolis Technical & Community College studying Urban Education & Human Services, Metro State University studying Education and St, Mary’s University- Nova Scotia, CA studying Management of Cooperatives & Credit Unions.McKnight-Ahad has worked as a servant leader in the community for more than 20 years across the areas of public education, housing advocacy, youth development, social justice public policy, business support services, transportation policy/finance and planning, wealth & financial education, economic development planning and more. Additionally, she has led on community development boards, commissions, and other related initiatives and holds extensive experience as a direct business service provider, facilitating lending and technical support to small businesses.Well-known in the Minnesota region and community, McKnight-Ahad was a 2009 candidate for the 5th Ward Minneapolis City Council seat and the first African American in Minnesota to serve as a Met Council appointee to the Transportation Advisory Board.McKnight has garnered several awards and honors. She is a 2007 LISC Fellow, a 2012 Hubert H. Humphrey Policy Fellow, a 2012 Bush Fellow, a 2017 NorthStar Cooperative Fellow, and a 2019 Alafia Fellow. In 2019, she was dual honored as a Minneapolis & Saint Paul Business Journal “Top Women in Business“ and a Finance & Commerce “Top Women in Finance.” She has been recognized by the Minnesota Black Chambers of Commerce as one of 100 top leading Black women in MN, recognized by Fearless Commerce magazine as a 2020 fierce Black woman business leader, and a 2020 Integrated Capital Institute Fellow. McKnight-Ahad was recently selected as a 2021 Minne Inno Fire Award Honoree, a 2021 LISC Developers of Color Flagship Program Fellow, inducted into Minnesota’s African American History in the 21st Century history book and the new owner of the ZaRah commercial building located at 1200 West Broadway within North Minneapolis.","Black Women's Wealth Alliance, SBC"
Terri-Nichelle Bradley,"Terri-Nichelle Bradley led successful PR and marketing campaigns for 20 years prior to launching Brown Toy Box. In 2016, as the subscription box industry thrived, Bradley noticed a tremendous gap in the market similar to the gap in the traditional retail market. Toy companies and publishers were still not making modern, culturally relevant products to serve today’s Black children. Armed with an expertise in multicultural marketing and passion for entrepreneurship with a heart for children’s issues and women’s economic empowerment, Bradley decided to start a company that took a holistic approach to equipping Black children with a positive self image and preparing them for the future of work through toys and play.",Brown Toy Box
Damola Ogundipe,"Damola is a graduate of the University of Minnesota's Carlson School of Management with a degree in Finance.When it comes to entrepreneurial experience, Damola started and successful scaled a sneaker retail company while also being a member of the University of Minnesota Football Team.When not leading Civic Eagle, he's also a co-owner of Sky Resort Studios, a Los Angeles based company that converts shipping containers into music production studios.When it comes to community experience, Damola has led voter drives, is on the board of two non-profits, and is obsessed with improving the American political process.",Civic Eagle
Connor Ford,"As a graduate of the Georgia Institute of Technology, Connor Ford gained his Bachelor of Business Administration (BAA), in Strategy & Innovation. While there, he worked as a research assistant for almost two years.After graduating, he spent six years working with the Spirit App LLC team as one of its Co-Founders. Spirit was founded to build relationships, boost employee engagement, and perfect user's overall engagement strategy.Now Ford is the acting Chief Technology Officer for Clubba Inc.",Clubba (by Usit)
David Hailey,"David Hailey is the CEO and Founder of Countifi (formally Countalytics); an image analysis and data analytics company that focuses on helping hospitals, airlines and universities manage inventory processes more efficiently. “We take pictures of stuff and count it automatically using computer vision and deep learning, eliminating the need for manual counting. Prior to Countifi he was as a General Manager at Delta Air Lines holding various management positions. Prior to joining Delta, David worked at EY for seven years, holding positions in the external financial, internal audit and consulting divisions in the Charlotte, NC and Atlanta, GA offices. David earned his Bachelors and a Masters degree in Accounting from North Carolina State University and an MBA from the Fuqua School of Business at Duke University.",Countifi (formally Countalytics)
Derrick L. Miles,"Derrick Miles is Founder/Chief Executive Officer at CourMed®In addition, Miles is Chairman + Founder of TMB Equity Partners (executive team are former healthcare executives with 15+ years of experience); a boutique firm focused on investing/developing innovative healthcare solutions that achieve a liquidity event within five years.Derrick is also a multiple patented inventor.Mr. Miles received both an MSHA (#1 Program in the country) and MBA from the University of Alabama at Birmingham. He also holds a BS in Medical Technology (minor in Chemistry) from Bethune-Cookman University. Miles received a certificate in Lean Healthcare from the University of Michigan and is enrolled at Stanford University working towards a professional certificate in Innovation and Entrepreneurship.Derrick is married with two sons; his family lives in Collin County, TX.",CourMed
Sonja Ebron,"Dr. Sonja Ebron is CEO and cofounder at Courtroom5. She is a Durham, NC native and electrical engineer. She lives in Durham with Dr. Debra Slone, Courtroom5’s cofounder and Chief Product Officer.",Courtroom5
Christine Izuakor,"Dr. Christine Izuakor is the Founder and CEO of Cyber Pop-up. She has over a decade of experience leading cybersecurity functions within Fortune 100 companies and teaches graduate-level cyber security courses. Christine earned a Ph.D. in Security Engineering, becoming the youngest student and first African American woman to do so. Her rapid growth in the technology industry landed her spots on numerous change-makers lists, including Business Crain's Tech 50 List and the Crains 20 in their 20s List. She has also been featured in The Wall Street Journal, Cheddar News, Hemispheres Magazine, MyStart TV, and more.",Cyber Pop-up
Austin Webster,"Austin Webster grew up in Memphis, Tennessee, a city where music is not only embedded in the local culture but also heavily influenced the soundtrack to American life. It was his passion for music — and a 2016 experience in which he unexpectedly discovered a great song that was produced by two of his favorite producers — that inspired the idea that would ultimately become the genesis of Deepr®.A graduate of SCAD (BFA Industrial Design '06), Austin has over 14 years of practical experience in the fields of industrial design and product/software development working with teams both domestically and internationally to deliver products to Fortune 500 retailers. He leans on that experience daily to bring a robust design and product-focused approach in leading Deepr® as Founder & CEO.",Deepr®
Perla Humphrey,"Perla Humphrey is Co-founder & CEO of Edifius.Humphrey is a founder of two companies. In addition to founding Edifius with her son, Adrian Humphrey (Co-founder & CTO), she is the Founder & CEO of FondLily, an estate planning web application that offers a modern approach to asset distribution to loved ones.She received her MBA from Atlanta Unversity. She also holds a BS in Computer Science Engineering from Michigan State Unversity, and is Project Management Professional (PMP) certified and Agile Certified Professional (ACP) certified by Project Management Institute (PMI).She is also the proud mother of two children.",Edifius
Jasmine Shells,"Jasmine is the Co-Founder & CEO of Five to Nine, an award-winning VC-backed HR Tech startup that’s influencing the future of work. Less than 10% of companies know the ROI behind their employee programming and her team is working to close that gap. Five to Nine allows companies to better manage and evaluate their employee engagement programs. Five to Nine has been invested in by top VCs such as Kapor Capital and by financial institutions like Morgan Stanley.Jasmine is a graduate from the University of Notre Dame and MBA candidate at the University of Chicago’s Booth School of Business where she is an inaugural recipient of the Entrepreneurial Scholars scholarship. In her spare time, Jasmine loves to salsa dance and encourage others to take the leap into their five-to-nines. Jasmine has been featured in Vice, Business Insider, TEDx, Black Enterprise, Yahoo Finance, Marketwatch and others.",Five to Nine
Dante Tolbert,"Dante is Founder and Chief Executive Officer for Florence Technologies, mobile-first, degree granting educational marketplace for healthcare. Previously, he served as a cofounder for Worksite Labs, a national laboratory platform responding to the COVD-19 crisis, helping grow to national scale and eight figure revenue in a single year. He also served as founder and CEO of Cerebro, a venture backed labor marketplace for healthcare. He previously held increasingly responsible positions at CommonSpirit Health, NorthBay Healthcare and the Los Angeles County Department of Public Health.Dante holds a bachelor’s in Molecular Biology from Claremont McKenna College, master's degrees in Epidemiology/Biostatistics and Health Administration from the University of Southern California Keck School of Medicine and Price School of Public Policy. He also completed coursework towards a doctorate in health economics.",Florence Technologies
Calvin Williams,"Calvin F. Williams, Jr. is the first black owner of an automated wealth management platform for retail customers. As the CEO and founder of FreemanCapital.co he aims to empower millennials and the middle class with the tools to become wealthy. Williams’ years of financial service experience along with lessons inspired by his great-grandparents ignited the inception of FreemanCapital.co. They knew they couldn’t get ahead from saving alone, their money had to work harder for them, so they used their savings and purchased property in Washington, DC. before it was acceptable by people of color in the 1950s. Freeman Capital is for all hardworking people looking for a better future. Freeman Capital has completed programming at Google for Startups, Greensboro’s Launch Program, and Charlotte’s City Startup Lab’s program where the company won ’Best Technology Platform. The NC Idea Foundation awarded the platform a $50,000 seed grant and another $5,000 grant to seek investments through crowdfunding. FreemanCapital.co was also invited to be one of six companies to participate in the Capital Connects Venture event sponsored by the Greensboro Chamber of Commerce. Since age 12, Williams has had an entrepreneurial spirit starting his first business venture, a lawn care service. As a freshman at North Carolina Agricultural & State University, Williams began designing websites for non-profit organizations. After graduation, he started XMG Web Designs and built websites and web applications for numerous types of organizations over 9 years. During that time he was named the youngest 40 Leaders Under 40 by the Greensboro Business Journal and the Bryan School of Business at the University of North Carolina at Greensboro.",Freeman Capital
Patrice Darby,"Patrice Darby Neely is a second generation serial entrepreneur, a black woman in tech, and a small business advocate. She’s the founder and CEO of GoLogic Solutions, an all-in-one economic development and data aggregation platform that helps entrepreneurs build their dream business and business support organizations expand their capacity and create philanthropic allies. Patrice leads an exceptional team dedicated to being the vehicle for accelerating economic growth and impact for all.Accomplishments include the winner of the UPS Pitch Competition with Marcus Lemonis, Invest Chicago Women’s Innovation Award, Top 100 finalist for the 2017 Chicago Innovation Awards, Techstars 2020, and backed by Google. She’s also the first African American woman elected to the Small Business Advocacy Council of IL Board of Directors. Patrice spends her free time with her growing family, and operates as an Entrepreneur In Residence to the next generation of entrepreneurs at Northwestern University.","GoLogic, Inc."
Jasmine Crowe,"Compassionate, zealous, visionary and inspiring are just a few of the words that describe Jasmine Crowe, an HBCU alumna who is working to make the world a better place. Deeply rooted in service Jasmine launched her first company BCG in 2011. Through BCG she partnered with celebrities across the nation in a host of cause campaigns to ensure their star-power was being used for good.In January of 2017, she launched Goodr, a sustainable food surplus management company that leverages technology to combat hunger and reduce waste. Today Goodr redirects surplus food from convention centers, airports, and businesses to people who are food insecure. Under Jasmine's direction, the company now has clients that include: Turner Broadcasting Systems, Hartsfield- Jackson International Airport, the Georgia World Congress Center and more.She has been featured in Huffington Post, Fast Company on The HARRY Show, NPR, Upworthy, NBC, Black Enterprise, Amy Poehler's Smart Girls and featured as a Hero of Hunger in a Brawny Paper Towels commercial.Jasmine recently gave her first TED Talk ""Hunger is not a Scarcity Issues, it's a Logistics Issue."" She also wrote her first children's book series titled ""Giving is Good"" which teaches youth the importance of giving back thru a variety of causes. In her spare time, she enjoys reading, traveling and spending time with friends and family.",Goodr
Roy Scott,"Roy Scott is CEO of Healthy Hip Hop Inc., transforming a generation through infusing hip-hop culture with innovative technology, education and positive attributes. Roy is a battle tested and driven entrepreneur who has a wide range of experience from pitching on Shark Tank to securing over $300K in non-dilutive grants to build a tech company from scratch.",Healthy Hip Hop
Kimberly Wilson,"Kimberly Wilson is the Chief Executive Officer and Founder of HUED. HUED is a healthcare engagement solution tailored to address the needs of Black and Latino populations.Starting her career at the intersection of social justice, media and technology, Kimberly ventured into healthcare technology following a personal health experience.In 2018, she started HUED and has been featured in various publications including Forbes, CNBC, NBC News Allure, ESSENCE, Black Enterprise and more.Prior to founding HUED, she created and curated content across print, linear and digital platforms for major media outlets and consumer brands.",HUED
Chasity Wright,"Chasity Wright is an experienced professional with a demonstrated history of working in the information technology and services industry. Serving in the United States Air Force, she emerged in Technology, Telecommunications, and Aerospace. Skilled in System Engineering, Technical Management, Cybersecurity, AI, Blockchain, Machine Learning, Smart Ecosystems, and IoT security. Chasity is a strong business development professional with a Bachelor’s of Technology degree in Computer and Information Systems Security/Information Assurance from Middle Georgia State University and is currently pursuing a Master's degree in Cyber Policy and Security from Stanford University.",Infiltron Software Suite
Julius Bryant,"He grew his entrepreneurial legs early. As an adolescent, he dabbled in everything from shoveling snow, to selling Nextel ringtones, to flipping custom apparel. Julius knew the value of a dollar and the payoff of exploiting a market through creative thinking.Beginning his college education majoring in entrepreneurship, Julius had an epiphany one day that spending the next four years paying tuition to be taught about what he’d been doing his whole life may not have been the best investment. But learning how to master data, and use it to speak to his customers might be. Educated in the fields of marketing and analytics by the award-winning faculty at Central Michigan University and Emory University's Goizueta Business School, Julius has developed defined skill sets focused on marketing, digital media & data, and aesthetic.In his career up this point, Julius has added value in functional capacities including consumer marketing, analytics, content creation, and user engagement for some of the world’s most renowned companies and recognizable brands such as GE, The National Basketball Association, Red Bull, and Amazon.Julius decided to depart from corporate America, make his side-hustle his main-hustle, and embark on his entrepreneurial journey full-time. He is currently building his company, Jax, which rents vehicles to Uber and Lyft drivers in metro Atlanta.",Jax Rideshare Rentals
Akili Hinson,"Akili Hinson is a physician entrepreneur on a mission to create a healthier world. He is the Founder & CEO of Juno Medical, a tech-enabled medical practice that delivers exceptional hospitality, modern technology, and transparent prices that won’t break the bank for the whole family. Prior to founding Juno, Akili worked at McKinsey & Company within their healthcare practice where he focused on payment innovation, value-based care delivery, and digital transformation. He is a physician by training and received a B.A. from Georgetown University, an M.D. from Cornell University, and an M.B.A. from Columbia Business School. Akili advises several venture-backed healthcare startups and is passionate about improving health outcomes in overlooked communities, the intersection of healthcare and culture, and placemaking.",Juno Medical
Jermail Shelton,"Jermail Shelton is a relationship driven development officer, whose primary focus is on establishing and maintaining long-term strategic partnerships. With an eye for intentionality and refining operational processes, Jermail has led the team at Just Add Honey through a transformation to integrate retail and eCommerce operations into a single profit center. Along with his wife Brandi, he is the co-owner of Just Add Honey, a growing tea company in the heart of Atlanta, with far-reaching appeal.While staying healthy and fit has always been important, it wasn’t until Jermail met Brandi that he had any interest in tea, its production or consumption. After making her his life partner, Jermail partnered with Brandi in business and continued down the road of entrepreneurship. A firm believer in you get out what you put in, Jermail quit his full-time job to dedicate his sales and development expertise to the growth of the business.As a result of their dedication and drive, Just Add Honey has blossomed into a thriving business and has weathered the storm in a climate where similar businesses have scaled back or disappeared altogether. As Chief Development Officer, Jermail’s daily goal is to expand brand awareness and promote the company’s mission to bring thoughtfully blended teas to your doorstep.",Just Add Honey inc
Mandy Price,"Mandy Price (she/her/hers) is an advocate for diversity, equity, and inclusion (DEI) as the CEO and co-founder of Kanarys, Inc., a technology startup that takes a holistic approach to solving Diversity, Equity, and Inclusion (DEI) challenges enabling companies to immediately take action towards systemic change. Kanarys uses a data-based approach to pinpoint what companies may not have been able to see before so DEI strategies and interventions are precise, measurable and result in lasting transformation.Mandy left her career as a Harvard-educated attorney to co-found Kanarys, a DEI tech platform that fosters collaboration between companies and employees on DEI in the workplace. Mandy regularly speaks at notable DEI, tech, and leadership conferences and has been featured by outlets like Good Morning America, Entrepreneur, Forbes, TechCrunch, Business Insider, and more. Her interest in DEI began early in her career when she helped create the division of diversity and community engagement at the University of Texas at Austin as an undergrad. Mandy earned her Juris Doctorate from Harvard Law School and a Bachelor of Business Administration from the University of Texas at Austin. She resides in Dallas, Texas, with her husband and two children.",Kanarys
Ariel Lopez,"Ariel Lopez is a career coach, entrepreneur, and public speaker with an expertise in digital media and technology. She is the Founder and CEO of Knac, a platform that provides recruiters with a more efficient tool for screening applicants, managing their pipeline, and ensuring they don't miss out on great talent.With almost a decade of recruiting experience, she's had the privilege to help some of the biggest brands in the world build great teams.Ariel has worked with thousands of marketing, advertising, and tech professionals to help them grow in their careers and find lucrative opportunities. She has also been featured in publications like Forbes, FastCompany, Refinery29, BusinessInsider and others to share my advice.Ariel is passionate about the future of work and making the job search more humane.",Knac
Don Charlton,"Don is an entrepreneur, startup evangelist, writer and public speaker. He is currently the founder and CEO of Kommute, the first video messaging platform for businesses.Don also founded JazzHR (formerly The Resumator) in 2009, and established the company as a venture-backed leader in SMB-focused, SaaS recruiting technology, now serving over 7,000 SMBs recruiting for 100,000 jobs. The Resumator was the first widely-adopted startup recruiting solution in Silicon Valley, with a customer list that, over time, has included many big brand tech startups at their launch/early/relaunch stage, such as Instagram, Dropbox, Evernote, Tumblr, Uber, HubSpot, Warby Parker, Barack Obama for America and more. The company was acquired in 2021 for $180 million.A graduate of Rochester Institute of Technology, Don has been profiled in The New York Times and Black Enterprise, was a Regional Finalist for the 2012 Ernst & Young Entrepreneur of the Year Competition and Business Insider named him as one of the 25 Most Influential African-Americans in Technology.Don is proudly from Pittsburgh, PA but lives in Atlanta, Georgia.",Kommute
Lundyn Carter,"Lundyn Carter is the CEO & co-founder of Laine London, a first-of-its-kind bridal shop upending the wedding dress experience by providing chic, high-end wedding dresses for rent vs. purchase. Under Lundyn’s leadership, Laine London has secured partnerships and capital from companies such as Google, Facebook, Verizon, American Express and SAP. Lundyn began her unique path towards entrepreneurship at Flagler College, earning her BA in both Political Science & Communications in 2006. She earned her MBA from Emory University with a dual concentration in Business Leadership & Strategy in 2017. Lundyn enjoys cooking, traveling with her husband, listening to live music and relaxing with a good book (preferably on a beach!).",Laine London
Tiffini Gatlin,"Tiffini Gatlin is a former corporate bank executive turned entrepreneur and digital influencer. She has successfully launched and created several digital brands, including Atlanta Tastemaker Magazine. In 2015, she became a pioneer in the hair and beauty industry after turning her side hustle into the first patent-pending process of pre-curled and looped synthetic hair after growing concerned that she may burn her clients while rolling and dipping the hair in boiling water. Within one year and through strategic social media engagement, she built a million-dollar e-commerce beauty brand; Curlkalon Hair Collection. Today, Tiffini has expanded her vision for creating safe and affordable synthetic hair extensions with the launch of Latched & Hooked, a lifestyle and beauty brand that offers textured synthetic hair extensions and hair care products. Tiffini resides in Atlanta, Georgia with her husband and four children.",Latched and Hooked Beauty
Don Ward,"Don Ward is Founder & CEO of Laundris Corporation based in Austin, Texas. Prior to founding Laundris, Don was a former Tech Sales executive skilled in generating revenue for software companies. He built his career working at companies such as McAfee, VMware, IBM, and Microsoft. Don’s role at IBM and Microsoft was to discuss new and emerging technologies which inspired him to pursue the business of digital transformation.He resides in Austin Texas and graduated from the University of North Texas with a BS in Engineering Technology. Aside from being recognized by Google as one of the top 30 Black founders in America to watch in 2021, he was also recognized by the Austin Business Journal as one of the top 21 Entrepreneurs to watch for 2021.Don is also a member of Kappa Alpha Psi Fraternity and 100 Black Men of America.",Laundris Corporation
